City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
262,Vostok,RU,46.4856,135.8833,34.99,91,100,4.12,light snow,2021-03-28 22:49:32
263,Mutoko,ZW,-17.397,32.2268,59.23,84,56,3.78,broken clouds,2021-03-28 22:51:40
264,Tautira,PF,-17.7333,-149.15,89.6,55,40,8.05,light rain,2021-03-28 22:51:40
265,Narsaq,GL,60.9167,-46.05,21.2,63,0,5.75,clear sky,2021-03-28 22:51:41
266,Dandong,CN,40.1292,124.3947,43.29,45,0,5.59,clear sky,2021-03-28 22:51:41
267,Biltine,TD,14.5333,20.9167,73.33,11,12,18.81,few clouds,2021-03-28 22:51:41
268,Hammerfest,NO,70.6634,23.6821,28.4,69,0,4.61,clear sky,2021-03-28 22:51:41
269,Sukhumi,GE,43.0033,41.0153,40.51,79,7,4.5,clear sky,2021-03-28 22:52:11
270,Constitucion,CL,-35.3333,-72.4167,58.12,67,0,0.85,clear sky,2021-03-28 22:52:12
271,Todos Santos,MX,23.45,-110.2167,70.0,74,100,4.0,overcast clouds,2021-03-28 22:52:12
272,Senanga,ZM,-16.1167,23.2667,66.36,78,77,4.97,broken clouds,2021-03-28 22:52:12
273,Cidreira,BR,-30.1811,-50.2056,73.58,82,36,6.17,scattered clouds,2021-03-28 22:47:22
274,Hay River,CA,60.8156,-115.7999,21.2,68,100,12.66,light snow,2021-03-28 22:52:12
275,Honningsvag,NO,70.9821,25.9704,34.02,71,83,11.07,broken clouds,2021-03-28 22:52:13
276,Qaqortoq,GL,60.7167,-46.0333,21.2,63,0,5.75,clear sky,2021-03-28 22:52:13
277,Hailey,US,43.5196,-114.3153,60.8,21,1,9.22,clear sky,2021-03-28 22:52:13
278,Prainha,BR,-1.8,-53.48,77.38,80,62,3.29,broken clouds,2021-03-28 22:52:13
279,Saint-Francois,FR,46.4154,3.9054,39.99,87,0,3.44,clear sky,2021-03-28 22:52:14
280,Katsuura,JP,35.1333,140.3,64.0,88,75,3.44,broken clouds,2021-03-28 22:52:14
281,Elbistan,TR,38.2059,37.1983,31.42,68,0,0.45,clear sky,2021-03-28 22:52:14
282,Alakurtti,RU,66.9672,30.3491,37.0,87,99,3.0,overcast clouds,2021-03-28 22:52:14
283,Lhokseumawe,ID,5.1801,97.1507,77.04,83,100,2.68,overcast clouds,2021-03-28 22:52:15
284,Komsomolskiy,UZ,40.4272,71.7189,50.0,71,75,23.02,moderate rain,2021-03-28 22:52:15
285,Beloha,MG,-25.1667,45.05,69.42,89,8,3.47,light rain,2021-03-28 22:52:15
286,Tiarei,PF,-17.5333,-149.3333,89.6,55,40,8.05,light rain,2021-03-28 22:52:15
287,Diphu,IN,25.8333,93.4333,65.35,25,0,0.72,clear sky,2021-03-28 22:52:16
288,Puerto Ayacucho,VE,5.6639,-67.6236,75.0,94,92,10.02,moderate rain,2021-03-28 22:52:16
289,Sinnamary,GF,5.3833,-52.95,77.86,83,98,13.89,overcast clouds,2021-03-28 22:52:16
290,Bahia Blanca,AR,-38.7196,-62.2724,63.16,60,17,7.23,few clouds,2021-03-28 22:52:16
291,Pochutla,MX,15.7432,-96.4661,90.0,45,1,11.5,clear sky,2021-03-28 22:52:17
292,Berlevag,NO,70.8578,29.0864,31.01,79,68,11.18,broken clouds,2021-03-28 22:52:17
293,Kentau,KZ,43.5206,68.5094,40.66,69,100,14.0,light rain,2021-03-28 22:52:17
294,Rio Grande,BR,-32.035,-52.0986,68.0,94,44,10.83,light rain,2021-03-28 22:52:17
295,Cockburn Town,TC,21.4612,-71.1419,78.8,73,40,19.57,scattered clouds,2021-03-28 22:52:18
296,Paamiut,GL,61.994,-49.6678,8.42,77,1,11.56,clear sky,2021-03-28 22:52:18
297,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,77,40,3.44,scattered clouds,2021-03-28 22:52:18
298,Tiznit,MA,29.5833,-9.5,63.32,52,38,5.37,scattered clouds,2021-03-28 22:52:18
299,Porbandar,IN,21.6422,69.6093,76.86,72,20,7.78,few clouds,2021-03-28 22:52:19
300,Bulgan,MN,48.8125,103.5347,28.65,33,52,3.15,broken clouds,2021-03-28 22:52:19
301,Dembi Dolo,ET,8.5333,34.8,63.07,65,100,4.29,overcast clouds,2021-03-28 22:52:19
302,Vao,NC,-22.6667,167.4833,77.63,81,12,14.45,few clouds,2021-03-28 22:52:19
303,Hirado,JP,33.3597,129.5531,59.0,100,75,5.75,mist,2021-03-28 22:52:20
304,Grootfontein,NA,-19.5667,18.1167,62.6,88,4,2.3,clear sky,2021-03-28 22:52:20
305,Alugan,PH,12.2188,125.4808,79.7,83,100,9.69,overcast clouds,2021-03-28 22:52:20
306,Dakar,SN,14.6937,-17.4441,64.4,94,4,16.11,clear sky,2021-03-28 22:51:53
307,Zavitinsk,RU,50.1167,129.45,34.68,96,100,10.56,light rain,2021-03-28 22:52:20
308,Khash,IR,28.2211,61.2158,61.25,27,70,6.58,broken clouds,2021-03-28 22:52:21
309,Broken Hill,AU,-31.95,141.4333,60.8,55,2,11.5,clear sky,2021-03-28 22:52:21
310,Itaituba,BR,-4.2761,-55.9836,84.2,79,20,1.52,few clouds,2021-03-28 22:51:10
311,Gawler,AU,-34.6,138.7333,61.0,79,37,3.0,scattered clouds,2021-03-28 22:52:21
312,Luwuk,ID,-0.9516,122.7875,77.77,87,100,3.51,overcast clouds,2021-03-28 22:52:21
313,Payo,ID,-3.7508,103.6372,71.74,98,100,1.54,overcast clouds,2021-03-28 22:52:21
314,Mossendjo,CG,-2.9506,12.7261,70.18,99,100,2.21,overcast clouds,2021-03-28 22:52:52
315,Bethel,US,41.3712,-73.414,57.0,97,100,1.01,overcast clouds,2021-03-28 22:50:03
316,Goundam,ML,16.4145,-3.6708,77.81,8,0,10.33,clear sky,2021-03-28 22:52:52
317,Ahipara,NZ,-35.1667,173.1667,70.83,83,46,7.54,moderate rain,2021-03-28 22:52:52
318,Deep River,CA,46.1001,-77.4995,37.4,100,90,2.3,overcast clouds,2021-03-28 22:52:35
319,Harper,LR,4.375,-7.7169,78.78,87,70,4.65,broken clouds,2021-03-28 22:52:53
320,Fuerte Olimpo,PY,-21.0415,-57.8738,81.14,54,26,6.87,scattered clouds,2021-03-28 22:52:53
321,Yeniseysk,RU,58.4497,92.1703,30.07,98,100,2.84,light snow,2021-03-28 22:52:53
322,Neftcala,AZ,39.3742,49.2472,47.44,80,9,9.28,clear sky,2021-03-28 22:52:53
323,Wanning,CN,18.8003,110.3967,73.47,96,96,10.47,overcast clouds,2021-03-28 22:52:54
324,Yulara,AU,-25.2406,130.9889,71.6,56,0,8.05,clear sky,2021-03-28 22:52:54
325,Tarko-Sale,RU,64.9225,77.785,-6.48,99,62,10.98,broken clouds,2021-03-28 22:52:54
326,Sassandra,CI,4.95,-6.0833,76.62,92,97,4.43,overcast clouds,2021-03-28 22:52:54
327,Nizhniy Kuranakh,RU,58.8353,125.4869,19.2,93,100,3.76,overcast clouds,2021-03-28 22:52:55
328,Inverness,GB,57.4791,-4.224,52.0,82,20,17.27,moderate rain,2021-03-28 22:50:07
329,Srednekolymsk,RU,67.45,153.6833,-0.47,93,100,4.88,overcast clouds,2021-03-28 22:52:55
330,Kungurtug,RU,50.5994,97.5228,22.96,86,100,0.56,overcast clouds,2021-03-28 22:52:55
331,Namatanai,PG,-3.6667,152.4333,83.71,69,83,8.01,broken clouds,2021-03-28 22:52:55
332,Terekli-Mekteb,RU,44.1671,45.8698,41.99,83,84,8.93,broken clouds,2021-03-28 22:52:55
333,Filingue,NE,14.3521,3.3168,76.28,12,3,11.45,clear sky,2021-03-28 22:52:56
334,Bandarbeyla,SO,9.4942,50.8122,76.64,73,26,4.36,scattered clouds,2021-03-28 22:52:56
335,Ucluelet,CA,48.9329,-125.5528,46.99,76,40,31.07,scattered clouds,2021-03-28 22:48:35
336,Kadirli,TR,37.3739,36.0961,52.0,62,0,1.01,clear sky,2021-03-28 22:52:56
337,Buwenge,UG,0.6422,33.1744,64.63,87,12,1.74,light rain,2021-03-28 22:52:56
338,Garoua,CM,9.3,13.4,84.85,19,13,5.23,few clouds,2021-03-28 22:52:57
339,Arlit,NE,18.7369,7.3853,69.58,14,0,8.14,clear sky,2021-03-28 22:52:57
340,Ordynskoye,RU,54.3656,81.8994,31.98,98,100,3.6,light snow,2021-03-28 22:52:57
341,Cabedelo,BR,-6.9811,-34.8339,78.8,94,0,5.75,clear sky,2021-03-28 22:52:57
342,Laibin,CN,23.7,109.2667,73.2,89,51,8.01,broken clouds,2021-03-28 22:52:58
343,Outjo,NA,-20.1167,16.15,70.63,44,60,5.53,broken clouds,2021-03-28 22:52:58
344,Murray Bridge,AU,-35.1167,139.2667,60.01,98,13,2.46,few clouds,2021-03-28 22:47:58
345,Keflavik,IS,64.0049,-22.5624,30.2,100,90,16.11,light snow,2021-03-28 22:52:58
346,Nanzhou,CN,29.3596,112.4024,64.72,90,15,5.97,few clouds,2021-03-28 22:52:58
347,Scarborough,GB,54.2797,-0.4044,53.01,85,100,8.99,overcast clouds,2021-03-28 22:52:17
348,Kloulklubed,PW,7.0419,134.2556,78.8,89,90,5.75,overcast clouds,2021-03-28 22:52:59
349,Christchurch,NZ,-43.5333,172.6333,78.01,41,16,3.44,few clouds,2021-03-28 22:50:01
350,Mega,ET,4.05,38.3,63.41,61,100,5.93,overcast clouds,2021-03-28 22:52:59
351,Nizwa,OM,22.9333,57.5333,78.53,17,19,4.05,few clouds,2021-03-28 22:49:02
352,Ilulissat,GL,69.2167,-51.1,-9.4,41,0,1.14,clear sky,2021-03-28 22:52:59
353,Kavieng,PG,-2.5744,150.7967,84.67,70,92,13.96,light rain,2021-03-28 22:53:00
354,Barra Do Garcas,BR,-15.89,-52.2567,75.78,65,3,0.87,clear sky,2021-03-28 22:53:00
355,Mersing,MY,2.4312,103.8405,75.2,94,71,3.44,broken clouds,2021-03-28 22:53:00
356,Wildwood,US,38.5828,-90.6629,55.99,30,1,17.27,clear sky,2021-03-28 22:52:53
357,Karratha,AU,-20.7377,116.8463,86.5,47,84,8.32,broken clouds,2021-03-28 22:53:30
358,Bubaque,GW,11.2833,-15.8333,75.67,73,0,17.6,clear sky,2021-03-28 22:53:31
359,Axim,GH,4.8699,-2.2405,79.07,87,10,7.38,clear sky,2021-03-28 22:53:31
360,Santa Cruz,BO,-17.8,-63.1667,77.0,57,40,8.05,scattered clouds,2021-03-28 22:49:05
361,Mathbaria,BD,22.2876,89.9593,74.19,91,1,6.49,clear sky,2021-03-28 22:53:31
362,Abu Samrah,SY,35.3029,37.1841,45.88,69,1,4.56,clear sky,2021-03-28 22:53:31
363,Moberly,US,39.4184,-92.4382,54.0,40,5,5.01,clear sky,2021-03-28 22:53:32
364,Diplo,PK,24.4667,69.584,73.6,78,15,11.36,few clouds,2021-03-28 22:53:32
365,Ayorou,NE,14.7308,0.9174,77.32,10,0,9.69,clear sky,2021-03-28 22:53:32
366,Si Sa Ket,TH,14.8333,104.3333,79.0,99,38,6.51,scattered clouds,2021-03-28 22:53:32
367,Ushtobe,KZ,45.2514,77.9838,45.54,70,100,1.23,overcast clouds,2021-03-28 22:53:32
368,Maiduguri,NG,11.8464,13.1603,78.62,27,1,16.2,clear sky,2021-03-28 22:53:33
369,Chirongui,YT,-12.9319,45.1483,80.6,83,31,14.97,scattered clouds,2021-03-28 22:53:33
370,Ust-Maya,RU,60.4167,134.5333,12.69,95,99,2.28,overcast clouds,2021-03-28 22:53:33
371,Sitangkai,PH,4.6628,119.3928,81.73,81,100,11.81,overcast clouds,2021-03-28 22:53:34
372,Lima,PE,-12.0432,-77.0282,73.4,68,0,12.66,clear sky,2021-03-28 22:53:34
373,Kitimat,CA,54.0524,-128.6534,41.0,48,75,11.5,light snow,2021-03-28 22:53:34
374,Banyo,CM,6.75,11.8167,70.57,33,32,3.51,scattered clouds,2021-03-28 22:53:34
375,Koindu,GN,8.4386,-10.3253,72.61,90,93,4.41,light rain,2021-03-28 22:53:34
376,Kochki,RU,54.3358,80.4806,32.05,98,100,7.85,overcast clouds,2021-03-28 22:53:35
377,Solnechnyy,RU,50.7214,136.6319,30.52,92,100,6.22,overcast clouds,2021-03-28 22:53:35
378,Beisfjord,NO,68.3751,17.5988,39.2,56,71,2.3,broken clouds,2021-03-28 22:48:44
379,Havoysund,NO,70.9963,24.6622,28.4,69,0,4.61,clear sky,2021-03-28 22:53:35
380,Zavodoukovsk,RU,56.5042,66.5515,23.92,92,69,9.84,broken clouds,2021-03-28 22:53:35
381,Elko,US,41.0002,-115.5012,66.2,16,1,17.27,clear sky,2021-03-28 22:52:48
382,Tuatapere,NZ,-46.1333,167.6833,60.01,96,78,11.01,broken clouds,2021-03-28 22:53:36
383,Leua,SK,48.2156,18.6071,45.0,76,83,2.26,broken clouds,2021-03-28 22:53:36
384,Tanete,ID,-3.9443,119.7848,74.43,95,100,1.41,overcast clouds,2021-03-28 22:53:36
385,Katiola,CI,8.1333,-5.1,80.6,74,25,4.61,scattered clouds,2021-03-28 22:51:14
386,Douglas,US,41.3,-96.167,60.8,29,1,5.75,clear sky,2021-03-28 22:49:01
387,Aksha,RU,50.2814,113.2867,23.41,74,10,2.53,clear sky,2021-03-28 22:53:36
388,La Ronge,CA,55.1001,-105.2842,41.0,60,100,6.91,overcast clouds,2021-03-28 22:53:37
389,La Libertad,EC,-2.2333,-80.9,78.8,78,0,8.05,clear sky,2021-03-28 22:53:37
390,Morondava,MG,-20.2833,44.2833,75.29,84,1,7.38,clear sky,2021-03-28 22:50:12
391,Cay,TR,38.5917,31.0286,39.43,61,5,2.53,clear sky,2021-03-28 22:53:37
392,Raton,US,36.9034,-104.4391,66.2,14,1,13.8,clear sky,2021-03-28 22:53:37
393,Linay,PH,8.5167,123.1333,79.77,84,95,10.74,overcast clouds,2021-03-28 22:53:38
394,Port Augusta,AU,-32.5,137.7667,62.6,82,0,4.61,clear sky,2021-03-28 22:53:38
395,Teguldet,RU,57.3064,88.1667,29.07,98,100,2.3,overcast clouds,2021-03-28 22:53:38
396,Naze,JP,28.3667,129.4833,66.2,94,75,3.44,broken clouds,2021-03-28 22:53:38
397,Ustka,PL,54.5805,16.8619,44.42,90,100,18.1,light rain,2021-03-28 22:53:39
398,Acari,PE,-15.4311,-74.6158,74.14,77,22,6.26,few clouds,2021-03-28 22:53:39
399,Krasnoarmeyskoye,RU,52.7182,50.0322,30.7,95,100,12.21,light snow,2021-03-28 22:53:39
400,Tongzi,CN,28.7829,105.0877,63.03,61,63,4.68,broken clouds,2021-03-28 22:53:39
401,Deputatskiy,RU,69.3,139.9,6.31,91,100,3.06,overcast clouds,2021-03-28 22:53:40
402,Richards Bay,ZA,-28.783,32.0377,66.99,78,81,3.74,broken clouds,2021-03-28 22:53:40
403,Chimore,BO,-16.9833,-65.1333,70.93,94,86,1.16,overcast clouds,2021-03-28 22:54:10
404,Nanakuli,US,21.3906,-158.1547,80.6,50,1,12.66,clear sky,2021-03-28 22:54:10
405,Carlos Chagas,BR,-17.7031,-40.7664,77.02,67,0,8.48,clear sky,2021-03-28 22:54:11
406,Sergeyevka,KZ,53.88,67.4158,18.45,95,57,10.8,broken clouds,2021-03-28 22:54:11
407,Kamenka,RU,51.3223,42.7678,28.99,79,90,8.59,overcast clouds,2021-03-28 22:54:11
408,Galle,LK,6.0367,80.217,75.47,84,77,8.14,broken clouds,2021-03-28 22:51:08
409,Naryan-Mar,RU,67.6713,53.087,32.99,94,100,10.54,overcast clouds,2021-03-28 22:54:11
410,Ciudad Valles,MX,21.9833,-99.0167,71.15,61,88,19.33,overcast clouds,2021-03-28 22:54:12
411,Srandakan,ID,-7.9386,110.2506,77.27,88,79,2.73,broken clouds,2021-03-28 22:54:12
412,Taksimo,RU,56.3444,114.8794,6.87,84,11,1.99,few clouds,2021-03-28 22:54:12
413,Mecca,SA,21.4267,39.8261,73.24,58,0,5.59,clear sky,2021-03-28 22:53:07
414,Kambove,CD,-10.8764,26.5969,61.92,97,100,2.37,light rain,2021-03-28 22:54:12
415,Tommot,RU,58.9564,126.2925,20.89,93,100,2.62,light snow,2021-03-28 22:54:13
416,San Patricio,US,28.017,-97.5169,62.6,55,90,14.97,overcast clouds,2021-03-28 22:54:13
417,Olavarria,AR,-36.8927,-60.3225,66.99,81,78,1.01,broken clouds,2021-03-28 22:54:13
418,Ulu-Telyak,RU,54.9086,56.9669,23.18,97,8,1.68,clear sky,2021-03-28 22:54:13
419,Turtas,RU,58.9417,69.1325,13.68,93,98,3.98,overcast clouds,2021-03-28 22:54:14
420,Merauke,ID,-8.4667,140.3333,77.68,92,100,9.53,light rain,2021-03-28 22:54:14
421,Dabola,GN,10.75,-11.1167,88.23,25,62,3.51,broken clouds,2021-03-28 22:54:14
422,Kismayo,SO,-0.3582,42.5454,79.9,78,100,12.19,overcast clouds,2021-03-28 22:54:14
423,Kitui,KE,-1.367,38.0106,68.25,75,100,0.51,overcast clouds,2021-03-28 22:54:15
424,Puertollano,ES,38.6871,-4.1073,55.0,57,85,4.0,overcast clouds,2021-03-28 22:54:15
425,Comodoro Rivadavia,AR,-45.8667,-67.5,59.0,72,0,12.66,clear sky,2021-03-28 22:50:04
426,Chak Azam Sahu,PK,30.75,73.0333,75.07,21,1,5.95,clear sky,2021-03-28 22:49:17
427,Lamesa,US,32.7376,-101.951,70.0,18,0,1.99,clear sky,2021-03-28 22:54:15
428,Iquitos,PE,-3.7481,-73.2472,77.0,94,75,3.44,broken clouds,2021-03-28 22:54:15
429,Gornopravdinsk,RU,60.05,69.9,8.65,95,98,4.27,overcast clouds,2021-03-28 22:54:16
430,Matara,LK,5.9485,80.5353,74.68,85,84,4.97,broken clouds,2021-03-28 22:50:10
431,Maymyo,MM,22.0333,96.4667,72.01,27,99,0.72,overcast clouds,2021-03-28 22:54:16
432,Celendin,PE,-6.8703,-78.1517,60.8,72,75,5.75,light rain,2021-03-28 22:54:16
433,Sinop,TR,41.7711,34.8709,38.91,78,16,5.55,few clouds,2021-03-28 22:54:16
434,Bourail,NC,-21.5667,165.4833,83.88,60,9,8.14,clear sky,2021-03-28 22:54:16
435,Mariental,NA,-24.6333,17.9667,73.22,27,4,3.53,clear sky,2021-03-28 22:54:17
436,Yumen,CN,40.2833,97.2,42.82,51,38,9.55,scattered clouds,2021-03-28 22:54:17
437,Portland,US,45.5234,-122.6762,48.0,86,95,4.0,light rain,2021-03-28 22:54:09
438,Alofi,NU,-19.0595,-169.9187,84.2,79,5,13.8,light rain,2021-03-28 22:54:17
439,Muroto,JP,33.2833,134.15,51.8,93,40,6.91,fog,2021-03-28 22:54:17
440,Mount Isa,AU,-20.7333,139.5,77.0,29,2,17.27,clear sky,2021-03-28 22:54:18
441,Santiago,CL,-33.4569,-70.6483,77.0,29,0,5.75,clear sky,2021-03-28 22:52:43
442,Meulaboh,ID,4.1363,96.1285,76.3,88,97,3.87,overcast clouds,2021-03-28 22:54:18
443,Gold Coast,AU,-28.0,153.4333,80.01,65,0,6.91,clear sky,2021-03-28 22:54:18
444,Boguchany,RU,58.3814,97.4531,27.21,98,100,2.68,light snow,2021-03-28 22:54:18
445,Bone,DE,51.9669,12.1396,52.0,63,100,4.0,overcast clouds,2021-03-28 22:54:19
446,Shrewsbury,GB,52.7101,-2.7521,53.6,76,75,25.32,broken clouds,2021-03-28 22:54:49
447,Bollnas,SE,61.3482,16.3946,39.0,90,97,3.0,overcast clouds,2021-03-28 22:54:49
448,Guerrero Negro,MX,27.9769,-114.0611,80.2,24,16,13.24,few clouds,2021-03-28 22:54:49
449,Shingu,JP,33.7333,135.9833,60.8,77,40,6.91,scattered clouds,2021-03-28 22:54:50
450,Puerto Escondido,MX,15.85,-97.0667,87.8,70,1,9.22,clear sky,2021-03-28 22:54:50
451,Zmeinogorsk,RU,51.1567,82.195,29.61,97,100,10.18,light snow,2021-03-28 22:54:50
452,Cervo,ES,43.6702,-7.4101,50.0,88,0,6.53,clear sky,2021-03-28 22:54:50
453,Mildura,AU,-34.2,142.15,60.01,67,0,6.91,clear sky,2021-03-28 22:54:51
454,Lazaro Cardenas,MX,17.9583,-102.2,81.36,55,2,9.51,clear sky,2021-03-28 22:54:51
455,Hosdurga,IN,13.7981,76.2861,75.04,70,94,4.03,overcast clouds,2021-03-28 22:53:31
456,Saint-Augustin,CA,51.226,-58.6502,8.11,81,29,3.98,scattered clouds,2021-03-28 22:54:51
457,Alyangula,AU,-13.8483,136.4192,84.34,71,76,16.26,broken clouds,2021-03-28 22:54:51
458,Grindavik,IS,63.8424,-22.4338,28.4,100,90,16.11,light snow,2021-03-28 22:54:52
459,Mahibadhoo,MV,3.7833,72.9667,82.24,73,99,8.95,overcast clouds,2021-03-28 22:54:52
460,Cap Malheureux,MU,-19.9842,57.6142,77.0,80,3,1.99,clear sky,2021-03-28 22:54:52
461,Kawalu,ID,-7.3817,108.2082,71.8,96,98,1.32,overcast clouds,2021-03-28 22:54:52
462,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,74.3,94,100,2.66,moderate rain,2021-03-28 22:54:52
463,Ust-Nera,RU,64.5667,143.2,5.65,95,99,4.41,overcast clouds,2021-03-28 22:54:53
464,Fairbanks,US,64.8378,-147.7164,19.0,48,1,3.44,clear sky,2021-03-28 22:50:31
465,Vestmannaeyjar,IS,63.4427,-20.2734,35.64,60,69,12.15,broken clouds,2021-03-28 22:54:53
466,Leningradskiy,RU,69.3833,178.4167,-5.33,92,100,5.26,overcast clouds,2021-03-28 22:54:53
467,Yar-Sale,RU,66.8333,70.8333,-16.67,99,13,7.85,few clouds,2021-03-28 22:54:53
468,Lakhimpur,IN,27.95,80.7667,73.0,19,0,3.89,clear sky,2021-03-28 22:54:54
469,Nesbyen,NO,60.5681,9.1027,36.0,98,94,1.99,overcast clouds,2021-03-28 22:54:54
470,El Alto,PE,-4.2714,-81.2147,71.44,72,64,8.88,broken clouds,2021-03-28 22:54:54
471,Tsiroanomandidy,MG,-18.7667,46.0333,64.09,96,2,2.73,clear sky,2021-03-28 22:54:54
472,Ust-Tsilma,RU,65.441,52.1498,33.62,98,100,6.26,overcast clouds,2021-03-28 22:54:55
473,Wawa,NG,9.9022,4.4192,84.13,21,0,6.62,clear sky,2021-03-28 22:54:55
474,Fare,PF,-16.7,-151.0167,82.33,73,19,21.36,few clouds,2021-03-28 22:54:55
475,Newport,GB,51.5877,-2.9984,52.0,84,98,1.99,overcast clouds,2021-03-28 22:54:55
476,Morro Bay,US,35.3658,-120.8499,75.99,43,1,16.11,clear sky,2021-03-28 22:54:56
477,Lethem,GY,3.3803,-59.7968,84.56,57,87,11.81,overcast clouds,2021-03-28 22:54:56
478,Manokwari,ID,-0.8667,134.0833,80.13,79,100,4.54,overcast clouds,2021-03-28 22:54:56
479,Safranbolu,TR,41.2508,32.6942,30.88,93,17,0.76,few clouds,2021-03-28 22:54:56
480,Guantanamo,CU,20.1444,-75.2092,84.2,65,20,21.85,few clouds,2021-03-28 22:54:57
481,Kyabe,TD,9.4515,18.9449,83.95,17,10,5.35,clear sky,2021-03-28 22:54:57
482,Borgo San Dalmazzo,IT,44.333,7.4858,46.99,93,10,3.44,clear sky,2021-03-28 22:54:57
483,Kovdor,RU,67.5662,30.4758,35.26,96,100,8.12,overcast clouds,2021-03-28 22:54:57
484,Suntar,RU,62.1444,117.6319,7.99,97,85,3.47,overcast clouds,2021-03-28 22:54:57
485,Real,PH,14.6625,121.6047,82.99,40,72,5.64,broken clouds,2021-03-28 22:54:58
486,Dvinskoy,RU,62.1535,45.1175,33.12,80,100,8.1,overcast clouds,2021-03-28 22:54:58
487,Cairns,AU,-16.9167,145.7667,82.0,69,80,14.97,broken clouds,2021-03-28 22:51:52
488,Bathsheba,BB,13.2167,-59.5167,77.0,69,40,20.71,scattered clouds,2021-03-28 22:54:58
489,Zhigansk,RU,66.7697,123.3711,3.09,100,100,4.63,overcast clouds,2021-03-28 22:54:59
490,Aswan,EG,24.0934,32.907,63.57,25,0,16.22,clear sky,2021-03-28 22:55:29
491,Nantucket,US,41.2835,-70.0995,52.0,100,100,32.64,overcast clouds,2021-03-28 22:55:29
492,Yerbogachen,RU,61.2767,108.0108,15.12,99,100,2.46,overcast clouds,2021-03-28 22:55:29
493,Nuuk,GL,64.1835,-51.7216,8.6,66,20,16.11,few clouds,2021-03-28 22:55:29
494,Puerto Narino,CO,-3.7703,-70.3831,78.8,94,75,3.44,moderate rain,2021-03-28 22:55:30
495,Baykit,RU,61.67,96.37,20.32,97,100,1.07,light snow,2021-03-28 22:55:30
496,Totness,SR,5.8833,-56.3167,77.25,87,100,15.21,heavy intensity rain,2021-03-28 22:55:30
497,Tuy Hoa,VN,13.0833,109.3,71.94,91,99,3.76,overcast clouds,2021-03-28 22:55:30
498,Port Hawkesbury,CA,45.6169,-61.3485,32.0,80,90,13.8,overcast clouds,2021-03-28 22:55:31
499,Mitchell,US,43.7094,-98.0298,60.8,29,1,13.8,clear sky,2021-03-28 22:55:31
500,Vrangel,RU,42.7297,133.0839,36.21,99,94,3.02,light rain,2021-03-28 22:55:31
501,Lincoln,US,40.8,-96.667,64.0,29,1,8.05,clear sky,2021-03-28 22:53:57
502,Ponta Do Sol,PT,32.6667,-17.1,62.6,77,20,11.5,few clouds,2021-03-28 22:55:31
503,Hailar,CN,49.2,119.7,30.04,71,100,19.39,overcast clouds,2021-03-28 22:55:32
504,Soyo,AO,-6.1349,12.3689,80.76,78,100,5.86,overcast clouds,2021-03-28 22:54:14
505,Lata,PT,40.1629,-8.3327,57.2,62,0,3.67,clear sky,2021-03-28 22:55:32
506,Santa Rosalia,MX,27.3167,-112.2833,76.71,22,54,10.11,broken clouds,2021-03-28 22:55:32
507,Atasu,KZ,48.6814,71.6433,23.67,91,97,12.17,overcast clouds,2021-03-28 22:55:32
508,Castelo Branco,PT,39.8222,-7.4909,54.0,68,64,4.52,broken clouds,2021-03-28 22:50:51
509,Russell,US,32.3502,-85.1999,66.2,77,90,11.5,overcast clouds,2021-03-28 22:55:33
510,Capinopolis,BR,-18.6819,-49.5697,77.49,51,24,4.16,few clouds,2021-03-28 22:55:33
511,Ullapool,GB,57.8987,-5.1604,48.99,38,100,8.99,moderate rain,2021-03-28 22:55:33
512,Griffith,US,41.5284,-87.4237,46.4,39,75,12.66,broken clouds,2021-03-28 22:55:33
513,Camden,US,39.7835,-74.9663,71.6,68,40,10.36,scattered clouds,2021-03-28 22:52:16
514,Saint-Denis,FR,48.9167,2.3333,54.0,62,0,1.14,clear sky,2021-03-28 22:55:34
515,Arrifes,PT,37.7667,-25.7,59.0,77,75,9.22,broken clouds,2021-03-28 22:55:34
516,Midland,US,31.9974,-102.0779,73.0,16,1,5.75,clear sky,2021-03-28 22:53:05
517,Asyut,EG,27.181,31.1837,55.4,58,0,12.66,clear sky,2021-03-28 22:55:34
518,Batticaloa,LK,7.7102,81.6924,77.81,78,85,6.17,overcast clouds,2021-03-28 22:55:34
519,Arcata,US,40.8665,-124.0828,57.99,87,90,8.05,overcast clouds,2021-03-28 22:54:33
520,Coquimbo,CL,-29.9533,-71.3436,60.8,72,0,9.22,clear sky,2021-03-28 22:55:35
521,Babynino,RU,54.39,35.73,32.0,69,100,2.24,overcast clouds,2021-03-28 22:55:35
522,Necochea,AR,-38.5473,-58.7368,61.0,93,20,8.28,few clouds,2021-03-28 22:55:35
523,Karpathos,GR,35.507,27.2132,55.4,67,0,4.61,clear sky,2021-03-28 22:55:35
524,Tezu,IN,27.9167,96.1667,68.54,23,1,4.36,clear sky,2021-03-28 22:55:36
525,Flin Flon,CA,54.7682,-101.865,33.8,75,90,10.36,overcast clouds,2021-03-28 22:55:36
526,Emerald,AU,-23.5333,148.1667,77.0,69,23,9.22,few clouds,2021-03-28 22:55:36
